sr,Locality_Name,"Post_
Code",Municipality_Name,"Ward_
Name",LGA,District_Name,"District_
Code","Region_
Name","Region_
Code"
1,Abbeyard,3737,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4
2,Abbotsford,3067,Yarra City Council,Langridge,51301,Richmond,70,Northern Metropolitan,3
3,Aberfeldie,3040,Moonee Valley City Council,Buckley,55601,Niddrie,62,Western Metropolitan,7
4,Aberfeldy,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
5,Acheron,3714,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4
6,Acheron,3714,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4
7,Adams Estate,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
8,Addington,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
9,Adelaide Lead,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
10,Agnes,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
11,Aintree,3336,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
12,Aireys Inlet,3231,Surf Coast Shire Council,Anglesea,50101,Polwarth,67,Western Victoria,8
13,Airly,3851,Wellington Shire Council,Central,53901,Gippsland East,35,Eastern Victoria,2
14,Airport West,3042,Moonee Valley City Council,Rose Hill,55603,Niddrie,62,Western Metropolitan,7
15,Albanvale,3021,Brimbank City Council,Grasslands,54201,Kororoit,42,Western Metropolitan,7
16,Albert Park,3206,Port Phillip City Council,Gateway,51102,Albert Park,1,Southern Metropolitan,6
17,Albert Park,3206,Port Phillip City Council,Lake,51103,Albert Park,1,Southern Metropolitan,6
18,Alberton,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
19,Alberton West,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
20,Albion,3020,Brimbank City Council,Harvester,54202,St Albans,78,Western Metropolitan,7
21,Alexandra,3714,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4
22,Alexandra,3714,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4
23,Alexandra,3714,Murrindindi Shire Council,Red Gate,53007,Eildon,24,Northern Victoria,4
24,Alfredton,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
25,Alfredton,3350,Ballarat City Council,North,50302,Wendouree,84,Western Victoria,8
26,Allambee,3823,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
27,Allambee Reserve,3871,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
28,Allambee Reserve,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
29,Allambee South,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
30,Allans Flat,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
31,Allansford,3277,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
32,Allansford,3277,Warrnambool City Council,Unsubdivided,52101,South-West Coast,77,Western Victoria,8
33,Allendale,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
34,Allestree,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
35,Alma,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
36,Almonds,3727,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
37,Almurta,3979,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
38,Alphington,3078,Darebin City Council,South East,50807,Northcote,63,Northern Metropolitan,3
39,Alphington,3078,Yarra City Council,Langridge,51301,Northcote,63,Northern Metropolitan,3
40,Altona,3018,Hobsons Bay City Council,Cherry Lake,50901,Altona,2,Western Metropolitan,7
41,Altona Meadows,3028,Hobsons Bay City Council,Cherry Lake,50901,Altona,2,Western Metropolitan,7
42,Altona Meadows,3028,Hobsons Bay City Council,Wetlands,50903,Altona,2,Western Metropolitan,7
43,Altona North,3025,Hobsons Bay City Council,Cherry Lake,50901,Altona,2,Western Metropolitan,7
44,Altona North,3025,Hobsons Bay City Council,Cherry Lake,50901,Williamstown,86,Western Metropolitan,7
45,Altona North,3025,Hobsons Bay City Council,Strand,50902,Williamstown,86,Western Metropolitan,7
46,Alvie,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
47,Amherst,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
48,Amor,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
49,Amphitheatre,3468,Pyrenees Shire Council,Avoca,51901,Ripon,72,Western Victoria,8
50,Amphitheatre,3468,Pyrenees Shire Council,De Cameron,51903,Ripon,72,Western Victoria,8
51,Amphitheatre,3468,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
52,Anakie,3213,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
53,Anakie,3213,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
54,Ancona,3715,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
55,Anderson,3995,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
56,Anglers Rest,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
57,Anglesea,3230,Surf Coast Shire Council,Anglesea,50101,Polwarth,67,Western Victoria,8
58,Annuello,3549,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
59,Antwerp,3414,Hindmarsh Shire Council,East,57301,Lowan,44,Western Victoria,8
60,Antwerp,3414,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8
61,Apollo Bay,3233,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
62,Appin,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
63,Appin South,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
64,Appin South,3579,Gannawarra Shire Council,Patchell,57203,Murray Plains,57,Northern Victoria,4
65,Appin South,3579,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
66,Apsley,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
67,Arapiles,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
68,Ararat,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
69,Arawata,3951,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2
70,Arcadia,3631,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
71,Arcadia South,3631,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
72,Arcadia South,3631,Strathbogie Shire Council,Lake Nagambie,53103,Euroa,27,Northern Victoria,4
73,Archdale,3475,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
74,Archdale,3475,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
75,Archdale Junction,3475,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
76,Archerton,3723,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
77,Archerton,3723,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4
78,Archies Creek,3995,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
79,Ardeer,3022,Brimbank City Council,Harvester,54202,St Albans,78,Western Metropolitan,7
80,Ardmona,3629,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
81,Areegra,3480,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
82,Argyle,3523,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4
83,Armadale,3143,Stonnington City Council,South,51203,Malvern,46,Southern Metropolitan,6
84,Armadale,3143,Stonnington City Council,South,51203,Prahran,68,Southern Metropolitan,6
85,Armstrong,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
86,Armstrong Creek,3217,Greater Geelong City Council,Kardinia,50603,South Barwon,76,Western Victoria,8
87,Arnold,3551,Loddon Shire Council,Tarnagulla,56503,Ripon,72,Western Victoria,8
88,Arnold West,3551,Loddon Shire Council,Tarnagulla,56503,Ripon,72,Western Victoria,8
89,Arthurs Creek,3099,Nillumbik Shire Council,Bunjil,55802,Eildon,24,Northern Victoria,4
90,Arthurs Seat,3936,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2
91,Arthurs Seat,3936,Mornington Peninsula Shire Council,Seawinds,55705,Nepean,61,Eastern Victoria,2
92,Ascot,3364,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
93,Ascot,3551,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
94,Ascot Vale,3032,Moonee Valley City Council,Myrnong,55602,Essendon,26,Western Metropolitan,7
95,Ashbourne,3442,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4
96,Ashburton,3147,Boroondara City Council,Gardiner,50703,Burwood,17,Southern Metropolitan,6
97,Ashburton,3147,Boroondara City Council,Solway,50710,Burwood,17,Southern Metropolitan,6
98,Ashwood,3147,Monash City Council,Mount Waverley,55502,Burwood,17,Southern Metropolitan,6
99,Aspendale,3195,Kingston City Council,Yammerbook,54911,Mordialloc,52,South-Eastern Metropolitan,5
100,Aspendale Gardens,3195,Kingston City Council,Sandpiper,54909,Mordialloc,52,South-Eastern Metropolitan,5
101,Aspendale Gardens,3195,Kingston City Council,Yammerbook,54911,Mordialloc,52,South-Eastern Metropolitan,5
102,Athlone,3818,Baw Baw Shire Council,West,53503,Narracan,58,Eastern Victoria,2
103,Attwood,3049,Hume City Council,Jacksons Creek,54802,Yuroke,88,Northern Metropolitan,3
104,Attwood,3049,Hume City Council,Meadow Valley,54803,Yuroke,88,Northern Metropolitan,3
105,Aubrey,3393,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
106,Auchmore,3570,Loddon Shire Council,Terrick,56504,Bendigo East,7,Northern Victoria,4
107,Avalon,3212,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
108,Avenel,3664,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
109,Avenel,3664,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4
110,Avoca,3467,Pyrenees Shire Council,Avoca,51901,Ripon,72,Western Victoria,8
111,Avon Plains,3477,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
112,Avondale Heights,3034,Moonee Valley City Council,Rose Hill,55603,Niddrie,62,Western Metropolitan,7
113,Avonmore,3559,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
114,Avonsleigh,3782,Cardinia Shire Council,Ranges,54307,Gembrook,34,Eastern Victoria,2
115,Axe Creek,3551,Greater Bendigo City Council,Eppalock,50201,Bendigo East,7,Northern Victoria,4
116,Axedale,3551,Greater Bendigo City Council,Eppalock,50201,Bendigo East,7,Northern Victoria,4
117,Axedale,3551,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4
118,Ayrford,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
119,Ayrford,3268,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
120,Bacchus Marsh,3340,Moorabool Shire Council,East Moorabool,50402,Melton,48,Western Victoria,8
121,Baddaginnie,3670,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
122,Baddaginnie,3670,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
123,Badger Creek,3777,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4
124,Bael Bael,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
125,Bagshot,3551,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
126,Bagshot North,3551,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
127,Bahgallah,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
128,Bailieston,3608,Strathbogie Shire Council,Lake Nagambie,53103,Euroa,27,Northern Victoria,4
129,Bairnsdale,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
130,Bakery Hill,3350,Ballarat City Council,Central,50301,Buninyong,16,Western Victoria,8
131,Bakery Hill,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
132,Balaclava,3183,Port Phillip City Council,Canal,51101,Caulfield,19,Southern Metropolitan,6
133,Bald Hills,3364,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
134,Bald Hills,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8
135,Balintore,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
136,Ballan,3342,Moorabool Shire Council,Central Moorabool,50401,Buninyong,16,Western Victoria,8
137,Ballangeich,3279,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
138,Ballangeich,3279,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
139,Ballapur,3483,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
140,Ballarat Central,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
141,Ballarat East,3350,Ballarat City Council,Central,50301,Buninyong,16,Western Victoria,8
142,Ballarat East,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8
143,Ballarat East,3350,Ballarat City Council,South,50303,Buninyong,16,Western Victoria,8
144,Ballarat North,3350,Ballarat City Council,North,50302,Wendouree,84,Western Victoria,8
145,Ballendella,3561,Campaspe Shire Council,Rochester,52303,Murray Plains,57,Northern Victoria,4
146,Ballendella,3561,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
147,Balliang,3340,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
148,Balliang,3340,Moorabool Shire Council,Central Moorabool,50401,Buninyong,16,Western Victoria,8
149,Balliang East,3340,Moorabool Shire Council,Central Moorabool,50401,Buninyong,16,Western Victoria,8
150,Ballyrogan,3375,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
151,Balmattum,3666,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
152,Balmattum,3666,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
153,Balmattum,3666,Strathbogie Shire Council,Seven Creeks,53105,Euroa,27,Northern Victoria,4
154,Balmoral,3407,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
155,Balnarring,3926,Mornington Peninsula Shire Council,Red Hill,55704,Hastings,37,Eastern Victoria,2
156,Balnarring,3926,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2
157,Balnarring Beach,3926,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2
158,Balook,3971,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
159,Balook,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
160,Balwyn,3103,Boroondara City Council,Cotham,50702,Kew,40,Southern Metropolitan,6
161,Balwyn,3103,Boroondara City Council,Maling,50707,Box Hill,10,Eastern Metropolitan,1
162,Balwyn,3103,Boroondara City Council,Maling,50707,Kew,40,Southern Metropolitan,6
163,Balwyn,3103,Boroondara City Council,Maranoa,50708,Box Hill,10,Eastern Metropolitan,1
164,Balwyn,3103,Boroondara City Council,Maranoa,50708,Kew,40,Southern Metropolitan,6
165,Balwyn North,3104,Boroondara City Council,Bellevue,50701,Kew,40,Southern Metropolitan,6
166,Balwyn North,3104,Boroondara City Council,Cotham,50702,Kew,40,Southern Metropolitan,6
167,Balwyn North,3104,Boroondara City Council,Maranoa,50708,Kew,40,Southern Metropolitan,6
168,Balwyn North,3104,Whitehorse City Council,Elgar,55903,Box Hill,10,Eastern Metropolitan,1
169,Balwyn North,3104,Whitehorse City Council,Elgar,55903,Kew,40,Southern Metropolitan,6
170,Bamawm,3561,Campaspe Shire Council,Rochester,52303,Murray Plains,57,Northern Victoria,4
171,Bamawm,3561,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
172,Bamawm Extension,3564,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
173,Bambra,3241,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
174,Bamganie,3333,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8
175,Bandiana,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4
176,Bangerang,3393,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8
177,Bangholme,3175,Greater Dandenong City Council,Keysborough South,54705,Carrum,18,South-Eastern Metropolitan,5
178,Bangholme,3175,Greater Dandenong City Council,Keysborough South,54705,Mordialloc,52,South-Eastern Metropolitan,5
179,Banksia Peninsula,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
180,Bannerton,3549,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
181,Bannockburn,3331,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8
182,Banyan,3485,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
183,Banyena,3388,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
184,Baranduda,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4
185,Barfold,3444,Mount Alexander Shire Council,Coliban,56703,Macedon,45,Northern Victoria,4
186,Baringhup,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4
187,Baringhup West,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4
188,Barjarg,3723,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
189,Barkers Creek,3451,Mount Alexander Shire Council,Calder,56701,Bendigo West,8,Northern Victoria,4
190,Barkly,3384,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
191,Barkly,3384,Pyrenees Shire Council,De Cameron,51903,Ripon,72,Western Victoria,8
192,Barkstead,3364,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8
193,Barmah,3639,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4
194,Barnadown,3557,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
195,Barnawartha,3688,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
196,Barnawartha North,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4
197,Baromi,3871,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
198,Barongarook,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
199,Barongarook West,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
200,Barrabool,3221,Surf Coast Shire Council,Winchelsea,50104,South Barwon,76,Western Victoria,8
201,Barrakee,3525,Buloke Shire Council,Lower Avoca,57101,Ripon,72,Western Victoria,8
202,Barramunga,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
203,Barraport,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
204,Barraport West,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
205,Barrys Reef,3458,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4
206,Barunah Park,3329,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8
207,Barunah Plains,3329,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
208,Barwidgee,3737,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4
209,Barwite,3722,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
210,Barwon Downs,3243,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
211,Barwon Heads,3227,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8
212,Basalt,3460,Hepburn Shire Council,Birch,56401,Macedon,45,Northern Victoria,4
213,Bass,3991,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
214,Batesford,3213,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8
215,Batesford,3213,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
216,Batesford,3213,Greater Geelong City Council,Windermere,50604,Polwarth,67,Western Victoria,8
217,Bathumi,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
218,Baw Baw Village,3833,Unincorporated Land (victoria),Not Resident In Any Municipality,99901,Narracan,58,Eastern Victoria,2
219,Baxter,3911,Mornington Peninsula Shire Council,Watson,55706,Hastings,37,Eastern Victoria,2
220,Baxter,3911,Mornington Peninsula Shire Council,Watson,55706,Mornington,53,Eastern Victoria,2
221,Bayindeen,3375,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
222,Bayles,3981,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
223,Baynton,3444,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
224,Baynton East,3444,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
225,Bayswater,3153,Knox City Council,Baird,55001,Bayswater,4,Eastern Metropolitan,1
226,Bayswater,3153,Knox City Council,Collier,55003,Bayswater,4,Eastern Metropolitan,1
227,Bayswater,3153,Knox City Council,Dinsdale,55004,Bayswater,4,Eastern Metropolitan,1
228,Bayswater North,3153,Maroondah City Council,Bungalook,55302,Bayswater,4,Eastern Metropolitan,1
229,Bayswater North,3153,Maroondah City Council,Bungalook,55302,Croydon,22,Eastern Metropolitan,1
230,Bayswater North,3153,Maroondah City Council,Tarralla,55305,Bayswater,4,Eastern Metropolitan,1
231,Beaconsfield,3807,Cardinia Shire Council,Beacon Hills,54301,Gembrook,34,Eastern Victoria,2
232,Beaconsfield,3807,Cardinia Shire Council,Officer,54305,Gembrook,34,Eastern Victoria,2
233,Beaconsfield,3807,Casey City Council,Edrington,54402,Gembrook,34,Eastern Victoria,2
234,Beaconsfield Upper,3808,Cardinia Shire Council,Beacon Hills,54301,Gembrook,34,Eastern Victoria,2
235,Bealiba,3475,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
236,Bearii,3641,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4
237,Bears Lagoon,3517,Loddon Shire Council,Terrick,56504,Bendigo East,7,Northern Victoria,4
238,Beauchamp,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
239,Beauchamp,3579,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
240,Beaufort,3373,Pyrenees Shire Council,Beaufort,51902,Ripon,72,Western Victoria,8
241,Beaumaris,3193,Bayside City Council,Beckett,54101,Sandringham,74,Southern Metropolitan,6
242,Beaumaris,3193,Bayside City Council,Ebden,54106,Sandringham,74,Southern Metropolitan,6
243,Beazleys Bridge,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
244,Beeac,3251,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
245,Beech Forest,3237,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
246,Beechworth,3747,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
247,Beenak,3139,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4
248,Belgrave,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
249,Belgrave Heights,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
250,Belgrave South,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
251,Bell Park,3215,Greater Geelong City Council,Brownbill,50602,Lara,43,Western Victoria,8
252,Bell Park,3215,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
253,Bell Post Hill,3215,Greater Geelong City Council,Brownbill,50602,Lara,43,Western Victoria,8
254,Bell Post Hill,3215,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8
255,Bellarine,3223,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8
256,Bellbrae,3228,Surf Coast Shire Council,Anglesea,50101,South Barwon,76,Western Victoria,8
257,Bellbrae,3228,Surf Coast Shire Council,Winchelsea,50104,South Barwon,76,Western Victoria,8
258,Bellbridge,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
259,Bellellen,3381,Northern Grampians Shire Council,South West,57403,Lowan,44,Western Victoria,8
260,Bellfield,3081,Banyule City Council,Olympia,54008,Ivanhoe,39,Eastern Metropolitan,1
261,Bells Beach,3228,Surf Coast Shire Council,Anglesea,50101,Polwarth,67,Western Victoria,8
262,Bells Beach,3228,Surf Coast Shire Council,Anglesea,50101,South Barwon,76,Western Victoria,8
263,Belmont,3216,Greater Geelong City Council,Kardinia,50603,Geelong,33,Western Victoria,8
264,Belmont,3216,Greater Geelong City Council,Kardinia,50603,South Barwon,76,Western Victoria,8
265,Bemm River,3889,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
266,Bena,3946,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2
267,Benalla,3672,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
268,Benambra,3900,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
269,Benayeo,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
270,Bend Of Islands,3097,Nillumbik Shire Council,Sugarloaf,55805,Eildon,24,Northern Victoria,4
271,Bendigo,3550,Greater Bendigo City Council,Eppalock,50201,Bendigo East,7,Northern Victoria,4
272,Bendigo,3550,Greater Bendigo City Council,Whipstick,50203,Bendigo East,7,Northern Victoria,4
273,Bendigo,3550,Greater Bendigo City Council,Whipstick,50203,Bendigo West,8,Northern Victoria,4
274,Bendoc,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
275,Bengworden,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
276,Benjeroop,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
277,Benloch,3435,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
278,Bennison,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
279,Bentleigh,3204,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6
280,Bentleigh East,3165,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6
281,Bentleigh East,3165,Glen Eira City Council,Tucker,54603,Clarinda,20,South-Eastern Metropolitan,5
282,Benwerrin,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8
